accuracy,loss,best_model_name
0.7813677787780762,0.6068568229675293,process_DDMLP_hold_98-0.48-0.44-0.83-0.84.h5
0.6882067918777466,0.8464116454124451,final_LSTM_hold_0.61-0.78%_model.h5
